DtCustomer,Education,Marital,Kidhome,Teenhome,Income,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
09-06-1971 6.37,Bachelors,Separated,2,1,393442,13271,16348,9709,8625,6260,11028,12,10,4,12,29,97,1,0,1,0,1,0,1
07-12-1986 11.27,Bachelors,Married,0,2,1995913,5614,16604,2923,817,12712,14055,11,6,7,13,14,72,1,0,0,1,0,1,1
02-02-1970 14.40,Masters,Divorced,0,1,239227,3257,6873,1568,1999,11273,17408,13,2,6,12,20,80,1,1,0,0,1,1,1
07-07-2018 21.39,PhD,Widowed,0,2,1658456,14525,2291,1398,5000,6000,17553,6,7,20,13,7,37,0,1,0,0,1,1,0
16-01-2005 20.09,Masters,Married,1,2,745774,6651,13122,9157,3700,23396,1215,7,6,9,10,4,13,0,0,1,1,0,1,0
24-10-1992 8.24,Bachelors,Widowed,0,1,212349,10415,15571,1372,4846,23120,15497,4,8,13,12,10,30,0,0,1,1,1,1,1
16-08-2022 23.38,None,Widowed,0,2,1581697,13695,4394,8887,9407,13213,5851,10,9,1,11,9,80,0,0,0,0,0,1,0
09-07-2013 0.17,Bachelors,Divorced,2,0,602310,8257,19606,8024,4928,3589,6240,0,7,6,3,29,25,0,1,1,1,1,1,0
13-03-1993 20.49,Professional,Divorced,2,2,447249,3670,6299,3457,7027,15927,1264,2,7,8,14,11,89,0,1,0,0,0,0,0
16-09-2019 16.04,PhD,Widowed,2,1,1409060,6876,6521,4697,6417,6922,15885,14,14,2,11,7,45,0,1,0,0,0,1,1
23-09-2014 1.34,High School,Single,0,1,1552154,6749,7734,7479,7317,10753,15599,8,8,12,13,14,33,1,1,0,1,0,1,1
03-11-1989 20.55,None,Separated,1,0,1321254,12809,13213,1903,9312,10529,3244,10,2,23,1,29,56,1,0,0,0,1,0,1
13-09-1981 22.11,PhD,Widowed,0,2,692336,336,619,9253,8421,6521,13593,12,12,14,4,18,81,1,0,1,0,0,1,0
01-06-1978 4.40,Masters,Divorced,0,2,1871371,7054,5285,9521,6960,4392,8841,4,8,20,13,20,27,1,1,0,0,1,0,1
30-10-2019 16.12,High School,Single,2,0,1140486,475,16606,1424,4731,1600,10016,5,12,18,13,18,92,0,1,1,1,0,1,0
02-01-1975 11.06,None,Divorced,0,2,1444683,6396,14947,7976,6086,9647,5369,3,9,9,7,9,62,0,0,0,0,1,0,0
20-01-1987 16.57,None,Single,0,0,1322837,13055,4177,3980,9339,13044,11062,4,7,17,10,27,59,1,0,0,1,0,0,0
08-06-2011 16.16,None,Separated,0,0,1687213,1207,5664,4055,9204,4249,5017,8,2,3,5,15,68,0,0,1,0,1,0,0
28-03-1977 11.18,Professional,Separated,2,2,739212,6718,12974,1625,7045,10803,12491,6,10,3,3,18,95,0,1,1,0,1,1,1
22-03-2004 22.31,PhD,Separated,1,2,1348913,14028,13883,5354,9828,7129,5412,2,2,5,4,4,23,0,0,1,1,0,0,1
27-01-1970 23.07,Bachelors,Married,2,0,618514,4802,902,4929,5159,12999,5312,8,2,18,6,10,13,0,0,0,0,0,1,0
01-07-1990 16.17,Bachelors,Married,0,0,1125612,13264,5017,1173,5365,12944,11001,8,3,4,1,7,8,1,0,0,0,1,1,0
20-02-1981 7.35,PhD,Divorced,1,0,1296510,5097,16857,8550,8512,14624,8429,6,2,16,5,15,66,1,0,0,0,0,1,0
07-12-2021 16.12,PhD,Separated,0,1,957445,10664,5319,9340,9272,17920,12909,9,9,12,12,10,45,1,0,1,1,1,0,1
24-05-1979 19.51,Bachelors,Married,0,1,1973271,12071,11879,1338,1482,11671,10174,0,12,7,3,24,17,1,1,0,1,1,1,0
28-04-1993 3.38,Bachelors,Separated,1,1,1953034,14639,15775,6774,9085,19544,6566,3,6,17,5,6,53,0,1,1,0,0,1,0
27-07-2019 19.50,Professional,Single,2,2,374018,9961,8295,6839,5146,22198,8906,12,1,17,13,29,56,1,1,0,0,1,1,0
02-02-1998 18.13,Professional,Divorced,1,0,1851501,2906,19085,1755,2355,21553,4669,11,10,17,2,29,54,0,1,1,1,1,1,1
10-05-2005 13.59,None,Widowed,1,1,1355464,4011,5811,5813,3945,24823,13162,1,4,0,13,14,20,1,1,0,1,1,1,1
17-07-1995 12.43,PhD,Separated,1,0,1789050,9387,5623,2008,8536,6415,6442,1,10,14,5,0,58,0,0,0,1,0,0,0
29-05-1978 17.03,Masters,Divorced,2,1,764702,3096,14010,2786,9578,23856,1407,6,10,17,13,24,85,1,0,1,0,0,1,1
11-02-2004 7.04,High School,Separated,1,0,1243663,925,18269,2968,9987,13216,18150,9,3,13,14,21,51,0,0,0,0,0,1,0
22-07-2014 15.21,Professional,Widowed,2,0,1371262,14481,7702,2348,4834,12187,4122,13,10,10,5,13,83,0,0,0,0,0,0,0
25-05-1994 13.09,None,Divorced,2,1,266923,13951,3484,1535,5764,12076,9729,12,12,7,6,21,47,0,1,1,1,0,0,1
17-11-2022 20.06,High School,Separated,0,2,254631,13996,5992,5511,1454,12342,8849,7,13,11,0,29,31,0,1,0,1,0,0,1
29-08-1986 17.40,High School,Widowed,1,1,206326,484,14132,4121,7883,6679,5489,7,6,21,0,8,83,0,1,1,1,0,0,1
19-04-1995 22.46,Masters,Divorced,0,0,1569020,1255,2969,6485,2106,11171,10330,9,9,9,13,15,69,0,1,1,1,1,1,1
24-09-1991 21.26,High School,Divorced,0,0,1923096,3762,13515,9718,8918,589,3326,8,12,10,14,23,90,0,1,0,1,1,1,0
29-11-1977 16.30,Professional,Divorced,2,1,500992,13779,253,1518,6792,22576,17887,13,6,10,1,27,49,0,0,0,1,1,0,0
16-08-2001 22.26,Bachelors,Single,1,1,1591923,3003,9613,6667,7638,21764,11644,13,14,9,6,0,26,0,0,1,1,0,1,0
02-07-2007 21.17,High School,Single,1,2,1167777,6121,19456,1893,4494,4281,811,2,11,3,12,19,32,1,0,1,0,0,0,0
02-09-2009 15.23,Masters,Single,2,1,429589,2486,17893,756,9964,15545,18014,6,12,6,9,10,83,1,1,0,0,1,1,0
25-12-2011 13.55,Masters,Separated,2,0,1913200,10361,7936,2459,849,19546,7966,0,8,10,11,25,83,1,0,0,0,0,1,1
30-03-1979 22.13,PhD,Married,0,1,898032,6030,15436,356,8,23629,19958,2,14,16,8,16,71,1,0,0,1,1,1,1
03-09-1981 4.13,None,Divorced,1,0,1152298,1062,1822,7881,6560,2680,5325,4,7,1,14,13,80,1,1,1,1,1,0,0
09-08-2003 3.23,PhD,Separated,0,1,1819189,2874,14755,4644,4517,8983,2968,1,4,22,9,3,18,0,1,1,1,0,1,0
19-04-1990 3.05,Masters,Widowed,0,0,1205162,13933,5146,6434,4903,7469,2012,0,10,10,11,16,23,1,0,1,0,1,0,0
03-10-2017 16.00,None,Married,0,1,599015,5513,1966,171,8850,13019,3782,11,13,1,4,6,61,1,1,0,1,0,0,1
18-07-1976 9.13,None,Single,0,1,1746531,5592,14979,7943,7044,12615,8404,6,10,7,6,0,80,0,0,1,0,0,1,0
27-05-2005 19.54,PhD,Widowed,0,1,1405597,5643,10171,122,3765,22638,7145,12,12,24,12,6,30,1,1,0,0,1,0,0
22-06-1998 19.55,Bachelors,Single,1,1,1228454,272,960,8867,3718,15935,15626,12,6,2,14,29,0,1,1,0,0,1,0,1
12-07-1998 16.10,Bachelors,Widowed,1,0,406316,8943,12929,2457,1039,6644,14567,0,7,19,8,0,98,0,1,0,1,1,0,0
06-09-1994 17.32,Professional,Separated,1,2,397077,13438,6750,7563,9354,15714,10180,10,8,9,2,19,97,1,0,0,0,1,1,0
02-12-1976 4.33,Professional,Widowed,1,2,1308633,11179,15704,1058,8243,18623,5462,8,1,11,14,25,68,1,1,1,0,1,1,1
08-03-1980 14.14,Masters,Married,2,2,477260,9997,15286,6679,1725,17548,13851,4,12,1,5,18,37,0,0,0,1,1,0,0
19-04-1999 12.48,High School,Widowed,1,0,1528405,5526,1648,2151,9895,23278,19943,4,1,5,4,1,67,0,0,1,1,0,1,0
17-06-2005 5.13,Masters,Separated,1,1,837976,2037,16994,6545,9334,16592,13286,5,13,5,9,15,5,0,1,1,0,1,0,1
17-04-2019 22.58,Masters,Divorced,2,0,1304663,536,19014,9908,4229,16094,1662,11,2,2,5,6,78,0,0,0,0,1,1,1
04-05-1982 16.31,Bachelors,Divorced,0,0,1572194,9099,15744,7642,2022,14985,7241,1,9,24,0,27,84,1,0,1,1,0,0,0
07-08-1995 14.41,Masters,Married,1,1,212021,12627,13207,7278,5704,291,11825,2,0,5,9,24,0,1,1,1,1,1,1,0
15-12-2003 8.58,Bachelors,Single,0,1,1717407,9565,4120,1786,3732,15802,17691,3,12,11,8,11,20,1,1,0,0,1,1,1
26-06-2022 6.43,Masters,Divorced,2,2,609580,10415,2014,3275,4163,7739,3308,2,11,19,13,21,22,0,1,1,0,0,0,0
15-07-1992 9.38,PhD,Separated,0,0,472894,11868,19559,8057,4212,10189,13411,5,14,19,4,2,58,1,1,0,1,1,1,1
23-02-1990 13.53,High School,Separated,0,2,622212,2428,1754,34,3169,24198,15464,1,9,3,10,11,48,0,1,0,1,1,1,1
08-03-1974 19.50,Professional,Separated,2,0,1239679,8536,10842,8438,4016,12704,7240,12,3,4,6,28,58,1,0,0,1,1,1,1
08-07-1979 16.48,PhD,Married,0,2,1634621,5684,7205,9346,409,8898,5810,14,4,23,9,21,94,0,1,1,1,1,1,1
23-03-2002 16.33,High School,Separated,1,2,260129,4278,18251,8265,6542,18393,14769,8,11,6,7,28,14,1,0,0,0,0,1,0
29-07-1977 12.01,PhD,Married,0,1,1661190,4194,142,5306,4708,8614,7111,1,14,8,14,18,53,1,0,1,0,0,0,0
12-11-2022 5.32,High School,Widowed,0,2,1578030,12362,17951,3645,3324,10372,11459,3,1,19,12,4,73,0,0,1,1,0,1,1
12-05-2019 19.06,Masters,Single,0,0,345567,10654,9993,7979,4920,22654,11386,6,1,3,4,7,67,0,0,1,0,0,1,1
12-10-1991 23.16,Professional,Widowed,2,0,1326042,7147,14478,2836,2664,214,14282,2,5,4,1,26,30,0,0,1,1,1,0,0
15-02-2022 18.54,Masters,Widowed,2,2,1849208,8945,3306,8147,3203,2144,19086,6,9,13,9,19,31,1,1,0,0,0,1,0
18-09-2021 7.03,Bachelors,Married,1,0,1442876,5554,17311,6855,3054,12381,16227,1,12,14,6,27,60,1,0,0,0,0,1,1
24-11-2019 1.13,Bachelors,Single,1,0,1968404,4419,18205,6066,297,1952,8146,10,3,19,3,9,96,0,0,1,1,1,1,0
21-02-2001 8.21,Bachelors,Widowed,2,1,1021216,2217,6157,2874,7844,11690,19507,8,12,23,1,19,97,0,1,1,1,1,0,0
27-01-2002 16.13,None,Single,0,2,1693062,10483,8800,9123,2575,15128,6645,1,5,16,1,6,23,0,0,0,1,1,1,1
15-10-2001 2.39,None,Single,2,2,843408,3401,414,9222,5727,11989,14722,8,6,10,9,13,64,0,1,1,0,0,0,1
23-02-1977 5.12,PhD,Divorced,1,1,1040626,306,613,4641,2218,21376,9030,7,4,2,8,20,20,1,1,0,1,0,0,0
19-02-1995 12.50,High School,Married,2,0,1982510,1894,10878,8408,27,6166,14824,6,8,17,8,21,24,0,1,0,1,1,1,1
27-03-2006 7.40,Professional,Separated,0,0,1797048,7671,11663,657,4655,22496,10895,14,0,6,11,23,30,0,1,1,0,1,1,1
16-03-1985 2.40,PhD,Separated,2,1,1904190,6710,18699,2792,7343,20891,15339,6,3,1,2,15,83,1,0,1,0,1,0,0
17-10-2011 8.34,None,Widowed,2,1,1992382,6747,18916,4401,9686,2410,17947,11,2,6,11,11,50,1,0,0,0,1,1,1
26-12-1987 18.19,Bachelors,Single,0,1,1328511,11134,12927,9781,202,12667,12021,10,11,14,10,11,51,0,0,0,0,1,0,0
17-10-1991 13.41,Bachelors,Single,2,2,1198648,7172,8267,733,5294,22087,6121,6,5,7,4,0,55,1,1,1,0,1,1,1
23-09-1989 14.55,Professional,Single,2,1,808344,129,16457,536,1171,17690,12796,3,9,7,0,8,85,0,0,0,1,0,0,0
18-01-1984 4.06,High School,Single,2,2,1969345,11230,1472,6432,4780,11514,9317,7,10,21,0,18,87,1,1,1,1,1,0,1
07-12-2007 13.09,Bachelors,Separated,2,2,1557537,12028,7001,3374,9729,316,15453,9,4,3,11,11,79,1,0,0,1,0,1,0
13-10-2018 5.16,High School,Single,0,1,1715499,13425,6311,3417,2357,18308,15127,1,13,8,1,16,15,0,0,0,0,0,1,1
19-05-2010 16.46,High School,Divorced,0,2,1957567,8027,7226,9360,337,23991,8720,7,9,6,5,3,87,1,0,1,1,1,1,1
26-01-2006 1.26,High School,Widowed,2,2,1343480,13017,1647,3532,8197,2872,9049,2,10,5,14,11,44,0,1,0,0,0,0,0
03-06-1978 17.59,High School,Widowed,2,1,708934,922,1735,5283,9826,23023,18885,4,12,9,14,21,67,0,0,1,0,0,0,0
04-07-1977 22.34,None,Divorced,1,1,1254232,4436,1071,7403,3213,6293,13992,3,1,23,11,22,16,1,0,0,0,1,0,1
12-09-1988 2.39,Professional,Divorced,1,2,1338848,9541,13957,2174,8309,6071,14718,5,0,12,8,0,87,1,0,1,0,0,1,1
05-07-1994 14.38,PhD,Divorced,2,2,201607,10508,10180,7783,1752,7650,13133,7,14,2,11,5,77,0,1,1,1,1,1,1
27-03-2022 22.26,Masters,Separated,1,0,1804714,6558,2520,5432,9568,21875,17703,6,2,12,3,1,89,1,0,1,0,1,0,1
10-09-2004 0.58,Masters,Married,0,0,1899714,14280,8780,6691,7294,9821,18899,6,7,15,12,26,92,1,0,1,1,0,0,1
31-01-1981 12.57,Masters,Single,2,0,1401098,2355,1225,29,7305,4719,11095,14,10,5,12,0,31,1,1,0,1,1,0,1
29-09-1988 7.16,None,Single,2,0,1089137,737,14265,6990,3252,14891,2554,0,3,22,9,18,1,0,0,0,1,0,1,0
02-02-1972 21.59,Masters,Widowed,2,2,1784961,13722,14337,4813,9035,10549,8756,7,7,10,7,5,74,1,1,0,0,1,0,1
13-08-1972 17.49,None,Married,0,0,1129890,14446,17966,5229,3197,21341,1915,1,14,0,3,28,6,1,1,0,0,0,1,0
05-12-1978 22.33,Masters,Widowed,1,2,1531266,7372,15019,6538,2057,763,6178,11,14,23,6,16,59,0,1,0,1,0,1,1
24-11-2019 20.22,Masters,Divorced,1,2,1389855,2607,568,5507,6904,8655,12808,0,12,21,1,11,63,1,0,0,1,0,1,1
16-07-1982 3.51,Masters,Married,1,1,1835998,14402,8500,3839,6998,18469,9430,7,1,8,0,6,42,0,1,0,0,1,0,0
05-10-1989 6.27,PhD,Separated,2,0,1038203,13424,7323,7445,133,17590,11182,7,12,0,9,10,27,0,1,0,1,0,1,0
17-12-2003 0.37,Bachelors,Separated,2,0,1615458,3987,5401,9883,8336,24278,5999,10,3,17,12,28,19,0,1,0,0,1,1,1
23-04-2018 2.28,None,Divorced,0,1,1980654,132,19765,8503,8079,15652,1779,9,9,12,14,7,91,0,1,0,1,1,1,1
30-08-2007 19.37,PhD,Divorced,1,1,1101981,9915,10095,1289,146,8740,3400,12,10,22,5,13,44,1,1,0,1,1,0,0
16-01-2003 12.22,Masters,Single,1,1,294269,654,6738,1498,1383,13723,12469,8,14,19,13,18,29,0,0,0,0,0,0,1
26-02-1994 23.40,Professional,Widowed,0,0,1470860,5818,2853,7603,5482,1997,18003,13,5,6,12,2,10,0,1,0,0,1,1,0
11-12-1978 22.31,High School,Single,0,0,1105113,5411,1812,2606,8310,24314,15737,14,7,1,12,7,71,0,0,0,1,0,0,0
17-06-1990 21.03,Professional,Single,0,0,394644,4359,7646,4983,5228,4739,18687,11,3,4,3,28,12,1,1,0,0,0,0,1
18-08-2020 9.04,Masters,Separated,2,0,1665270,9664,3511,1944,8029,4262,3557,2,6,20,3,22,75,0,1,1,0,1,1,1
30-11-2012 8.52,Bachelors,Separated,1,2,846792,11559,2974,7051,6759,2546,11477,7,6,11,14,1,30,0,1,0,1,0,1,1
26-08-2019 16.59,Masters,Widowed,0,1,911368,10119,1370,3268,859,16288,11748,7,4,19,13,11,47,0,1,0,1,1,1,1
09-04-2009 22.37,Bachelors,Divorced,1,1,1733598,9465,5607,5643,5267,163,7638,0,0,9,6,20,44,0,1,1,0,1,0,0
23-03-1997 4.33,None,Widowed,2,1,1556283,13795,16488,4635,4817,13513,197,0,1,14,3,23,48,0,1,0,0,0,0,1
06-02-1982 13.37,None,Widowed,2,1,911398,10559,12984,3240,1327,434,8427,4,13,18,1,17,11,0,1,0,1,1,0,0
29-10-1979 6.25,None,Widowed,0,0,264073,5506,9312,9997,1921,686,5204,13,10,23,7,29,61,0,0,0,0,1,1,0
06-07-1984 17.44,Bachelors,Single,2,2,1344165,3815,10693,3838,5665,14814,7129,9,14,6,10,21,53,0,0,1,0,0,0,1
22-07-1995 0.44,Bachelors,Divorced,2,2,431379,138,17085,2176,6469,24692,16884,6,9,3,14,14,81,0,0,0,1,0,0,1
29-01-1972 21.42,PhD,Widowed,0,0,1237327,5974,17952,6308,1789,24153,13832,9,3,6,14,25,93,0,1,0,1,0,0,0
23-02-2011 11.35,Masters,Single,0,2,1434004,10141,6066,3446,4969,3447,9950,8,14,5,3,24,84,0,1,0,0,1,1,0
26-02-2004 16.38,Professional,Divorced,0,0,1430201,5550,14273,5580,3159,19213,8150,10,8,6,8,14,88,0,1,1,0,0,0,0
27-07-2008 15.06,PhD,Divorced,1,0,691278,136,1470,5853,8823,5891,1652,13,11,13,9,25,46,1,1,1,1,0,1,0
11-08-1973 1.04,Professional,Single,1,1,1095743,7843,15641,9966,6629,19488,16881,11,9,3,3,1,79,1,1,0,1,0,0,0
28-11-2019 2.22,High School,Separated,0,0,1551922,824,1633,1674,7362,21422,11211,13,1,3,5,13,1,0,1,0,0,1,0,0
04-07-1971 15.50,None,Widowed,2,2,671955,8832,17381,6807,6851,15948,13909,12,9,1,9,15,47,1,0,0,0,1,1,0
17-04-1988 8.38,None,Married,0,2,1805613,8287,5046,4866,6783,13935,5693,9,5,10,4,21,65,1,1,1,0,0,0,0
07-12-1988 10.52,PhD,Separated,0,2,1154994,3270,18300,6751,8873,2231,6827,4,10,22,8,26,85,1,0,0,0,1,0,1
01-05-1984 21.49,PhD,Divorced,0,1,625138,16,13865,7644,5237,6120,14115,13,1,17,14,7,52,0,0,1,1,0,0,0
06-10-1984 3.05,PhD,Married,0,2,1259864,11977,16360,5495,8982,4529,11616,12,4,24,9,11,90,1,0,1,0,1,0,1
06-02-2022 8.39,Masters,Widowed,2,0,1594688,4958,2203,5060,6967,10145,19843,1,10,14,0,22,25,1,1,0,0,1,1,1
18-11-2021 10.21,Bachelors,Single,0,2,628968,12309,8076,8070,3653,1371,2703,2,10,21,1,5,55,0,1,0,1,0,1,0
07-12-1993 22.53,None,Divorced,1,1,258105,6590,8434,8340,5682,15198,19049,12,2,1,7,20,53,1,1,1,1,0,0,0
26-01-2010 23.47,Professional,Divorced,1,2,1386868,11612,18468,4536,210,3101,12548,1,9,4,3,0,54,1,0,0,1,0,1,1
12-12-1980 1.38,Bachelors,Separated,1,2,1409498,7201,6213,8563,3795,11039,10030,5,2,16,12,4,73,1,0,0,1,0,0,1
28-12-2005 2.01,Masters,Married,2,1,290843,12285,11234,5165,5847,8780,2061,2,3,4,4,12,42,1,1,0,1,1,1,0
08-07-2022 14.12,None,Single,0,0,1720298,7431,6174,6724,4984,11304,19673,12,0,14,14,14,32,0,1,0,0,0,0,1
02-06-2008 1.46,PhD,Separated,1,2,1567400,12686,5088,5375,929,7521,2002,6,0,13,13,18,75,1,0,0,1,1,1,1
05-12-1992 19.08,PhD,Married,1,1,1783971,5814,17539,1862,1323,6151,9413,11,0,2,0,17,0,0,0,1,1,0,1,1
17-09-1990 20.59,Masters,Separated,2,1,1759332,3215,5682,4792,4025,5545,17099,5,1,6,6,28,17,1,0,1,0,1,0,1
18-09-2018 2.23,Professional,Married,0,1,1175303,11674,17334,1128,6153,18164,12204,10,6,2,5,8,28,1,0,1,0,1,0,0
11-12-1988 20.32,High School,Married,2,2,514815,12811,13995,3924,4353,6688,586,12,7,23,5,2,99,1,0,1,1,1,0,0
04-04-2021 0.41,Masters,Widowed,2,0,1223179,7886,6161,5688,6888,4839,12843,6,8,14,4,14,3,1,0,0,0,1,1,0
28-08-2006 12.16,High School,Widowed,1,0,1680251,1577,16761,4769,5833,16033,17743,4,9,0,11,25,42,1,1,1,0,1,1,0
18-01-2013 13.04,PhD,Divorced,2,1,1543460,4408,12634,9625,6134,5728,7396,2,10,12,3,25,17,0,0,0,1,0,0,1
17-11-2003 3.43,Professional,Married,1,0,1596765,7888,19659,9306,5696,1348,19903,2,2,13,4,14,84,0,0,0,1,0,1,1
17-06-1977 18.56,High School,Married,2,2,1699578,6122,4695,3029,4801,12268,16912,7,12,2,7,8,93,0,1,1,1,1,1,1
21-12-1980 11.09,High School,Married,2,1,1058000,3352,3516,3789,8464,14042,3134,3,2,10,5,2,89,1,0,1,1,1,1,1
02-06-1994 2.01,Masters,Widowed,2,2,1002923,10626,8672,9168,9258,4423,7592,4,5,19,11,1,25,0,1,1,0,1,0,0
23-05-1989 5.22,High School,Separated,1,1,916870,12127,1524,8074,3445,18930,4961,7,12,8,0,11,68,1,0,1,1,0,0,0
22-11-2003 16.44,Bachelors,Married,0,1,1780692,12100,12738,891,8414,14259,7093,2,2,2,14,5,60,0,1,1,0,0,0,1
19-05-1989 19.30,Masters,Separated,1,0,301106,8235,14605,6975,4958,4934,7674,10,9,1,11,11,96,0,0,0,0,0,0,0
01-04-1995 14.14,PhD,Separated,2,2,427224,8841,1422,4357,3374,15765,18029,8,3,19,12,12,19,0,0,1,1,1,1,0
12-12-1971 13.28,Masters,Widowed,1,0,1106737,8025,16835,4234,6120,3629,5743,7,3,24,0,25,88,1,0,0,0,0,1,1
04-09-2002 14.20,Professional,Widowed,2,2,795024,13499,13166,3733,1084,13467,8372,4,4,18,13,1,7,0,0,0,1,1,1,0
13-01-1975 20.14,Professional,Divorced,2,1,1041130,10529,1579,5946,1160,24584,6014,4,13,16,8,4,39,1,1,0,0,0,0,0
02-04-2001 3.03,Masters,Married,2,0,321496,3355,3707,8879,6824,11581,16407,8,1,4,3,12,25,0,1,1,1,0,0,0
02-08-1988 21.56,Professional,Separated,2,1,911707,4466,16783,6500,6598,6212,9521,6,4,17,9,28,70,1,1,0,0,0,1,0
11-11-1979 0.27,PhD,Widowed,0,1,1254105,5607,10580,6594,5333,21260,10760,11,4,21,11,13,19,1,1,0,1,1,1,0
29-03-1981 19.13,High School,Widowed,1,1,1893664,8414,9233,6009,2314,21125,10528,3,10,2,6,1,61,1,1,1,1,0,1,1
07-12-1992 2.30,Masters,Separated,2,1,586284,5102,4903,9673,2963,9397,17313,9,9,17,1,11,10,1,1,0,0,1,1,0
21-06-1996 21.26,None,Married,1,0,1851094,9021,5485,9273,7302,17909,10619,0,7,4,14,16,52,1,0,1,1,0,0,0
18-01-1999 11.05,High School,Divorced,1,0,888015,6298,15297,2152,8305,7790,8849,9,5,1,1,23,48,1,0,0,1,0,1,0
13-03-1978 19.10,High School,Widowed,2,1,1622255,4896,17872,5817,5165,14370,2453,11,6,10,13,19,80,1,0,1,0,0,1,1
29-04-2004 19.08,Masters,Single,1,1,817487,14417,6405,9703,2052,19515,12344,8,4,4,9,11,13,1,0,1,0,0,0,1
04-11-1977 9.09,PhD,Divorced,1,1,1156917,3741,9386,2354,4841,1313,3147,12,12,16,7,5,37,1,0,1,0,1,0,1
29-12-2018 16.35,Masters,Divorced,2,1,1714410,6892,15178,8861,1539,16380,6108,11,6,18,2,22,11,1,1,0,0,1,1,0
17-11-2022 16.37,High School,Married,2,0,963826,11741,4458,5895,4457,13622,18408,2,14,0,9,21,1,0,0,0,0,1,1,1
04-06-1986 21.47,Professional,Widowed,1,2,515243,440,1455,4619,4747,8677,19104,9,11,1,10,6,29,1,0,1,1,0,1,0
19-01-1997 12.54,High School,Widowed,1,0,1987864,5414,6991,5719,8140,13857,7002,2,11,11,7,13,9,0,0,1,0,0,1,0
17-08-2015 11.14,PhD,Widowed,2,1,1465134,3304,5253,2422,7622,17925,17631,4,5,23,8,16,92,0,1,0,1,1,0,1
18-04-1998 7.45,Masters,Married,0,1,569293,9093,19225,2120,6258,9339,12809,9,12,15,2,10,83,1,1,1,1,1,1,0
17-01-1975 12.18,Professional,Married,2,1,353577,4385,14032,7831,9741,479,18651,1,11,20,10,0,31,0,1,1,0,1,0,0
30-04-1973 8.32,PhD,Widowed,1,0,1399084,12576,6172,9717,7242,20276,15006,1,8,14,14,19,26,1,1,0,1,0,0,0
28-05-2014 9.12,PhD,Widowed,0,0,1642868,1738,14273,2752,4554,4962,19170,11,13,7,6,26,68,1,0,0,1,1,0,1
25-09-1980 20.47,None,Widowed,0,2,349098,12402,17649,3295,2603,2017,1896,0,14,3,12,23,71,0,1,0,1,1,1,1
04-12-1981 14.29,Bachelors,Divorced,1,0,1889298,11689,19610,5140,1619,9450,15219,2,12,7,0,26,9,1,0,0,1,0,0,1
12-02-1983 4.05,Professional,Separated,0,1,386769,9854,10154,4716,3602,20667,14816,7,13,20,0,0,14,0,1,0,1,0,1,0
09-08-1976 11.28,High School,Separated,2,1,1426218,11818,9987,8553,3398,19867,1131,3,3,16,4,12,17,0,1,1,0,1,0,1
31-01-2000 15.38,Bachelors,Married,2,1,540104,3707,13973,4180,5499,5124,14224,5,13,24,7,13,71,0,0,1,1,1,0,0
29-05-1993 13.40,None,Married,1,2,223061,6834,3443,1182,2138,993,13711,10,6,24,14,8,77,0,1,1,1,1,0,1
24-06-1983 5.38,Professional,Separated,1,0,1671204,13814,767,6543,1542,6027,11471,6,1,17,13,12,48,1,0,1,0,1,0,1
29-04-1986 8.57,None,Widowed,2,1,1446477,7758,4317,2204,541,9265,19886,8,3,3,4,5,26,1,0,1,1,0,1,1
23-03-1982 0.05,Professional,Widowed,2,0,978224,14619,7684,6741,7618,12793,7133,14,12,20,4,21,12,1,1,1,1,1,1,1
28-03-1983 23.33,PhD,Divorced,0,1,988071,6448,19175,6105,5383,22507,17996,7,9,13,10,20,63,0,0,1,1,1,0,0
10-11-1994 18.55,None,Single,0,1,1174563,13067,16984,2959,988,10239,18891,1,1,2,3,25,43,1,0,1,0,0,0,0
08-12-1991 8.44,Bachelors,Divorced,2,1,243088,6707,15852,8624,2292,19723,576,2,3,13,2,10,96,0,0,1,0,1,1,1
02-12-2007 2.57,Professional,Divorced,1,2,662520,9671,3185,3171,8827,22052,12519,10,3,0,11,28,12,0,1,0,0,0,1,1
01-10-1988 10.45,High School,Widowed,0,1,1872653,5132,17078,1896,4146,7872,13742,11,11,11,2,6,27,0,1,1,1,0,1,1
21-05-2016 14.14,High School,Divorced,1,2,701921,3168,3522,3575,1337,8039,7467,1,5,1,5,25,88,0,1,1,1,1,0,0
18-08-1970 15.20,None,Married,2,0,439435,8758,6233,6570,7532,964,2068,7,7,8,14,9,40,0,1,0,0,0,1,1
25-11-1999 17.05,PhD,Single,0,0,1188992,6327,6097,7740,4383,641,10280,5,3,17,11,14,11,0,1,1,0,1,1,1
16-07-2021 6.25,High School,Divorced,1,2,1081550,4107,4360,2459,6787,4653,8853,3,8,14,12,18,92,1,0,1,1,0,0,1
30-07-2016 15.14,Bachelors,Married,1,0,948587,4539,144,9018,8977,7165,16778,9,2,18,8,28,54,1,0,0,1,1,1,1
15-12-2006 4.38,Bachelors,Married,0,0,1437912,10330,3192,4909,9929,4248,1168,5,6,17,8,21,83,1,0,0,1,0,0,1
